	1.000000		-1.000000		-1.000000		-1.000000	
	1.000000		-1.000000		-1.000000		-1.000000	
	1.000000		-1.000000		-1.000000		-1.000000	
	1.000000		-1.000000		-1.000000		-1.000000	
	1.000000		-1.000000		-1.000000		-1.000000	
	1.000000		-1.000000		-1.000000		-1.000000	
	1.000000		-1.000000		-1.000000		-1.000000	
	1.000000		-1.000000		-1.000000		-1.000000	
	1.000000		-1.000000		-1.000000		-1.000000	
	1.000000		-1.000000		-1.000000		-1.000000	
	1.000000		-1.000000		-1.000000		-1.000000	
	1.000000		-1.000000		-1.000000		-1.000000	
	1.000000		-1.000000		-1.000000		-1.000000	
	1.000000		-1.000000		-1.000000		-1.000000	
	1.000000		-1.000000		-1.000000		-1.000000	
	1.000000		-1.000000		-1.000000		-1.000000	
	1.000000		-1.000000		-1.000000		-1.000000	
	1.000000		-1.000000		-1.000000		-1.000000	
	1.000000		-1.000000		-1.000000		-1.000000	
	1.000000		-1.000000		-1.000000		-1.000000	
	1.000000		-1.000000		-1.000000		-1.000000	
	1.000000		-1.000000		-1.000000		-1.000000	
	1.000000		-1.000000		-1.000000		-1.000000	
	1.000000		-1.000000		-1.000000		-1.000000	
	1.000000		-1.000000		-1.000000		-1.000000	
	1.000000		-1.000000		-1.000000		-1.000000	
	1.000000		-1.000000		-1.000000		-1.000000	
	1.000000		-1.000000		-1.000000		-1.000000	
	1.000000		-1.000000		-1.000000		-1.000000	
	1.000000		-1.000000		-1.000000		-1.000000	
	1.000000		-1.000000		-1.000000		-1.000000	
	1.000000		-1.000000		-1.000000		-1.000000	
	1.000000		-1.000000		-1.000000		-1.000000	
	1.000000		-1.000000		-1.000000		-1.000000	
	1.000000		-1.000000		-1.000000		-1.000000	
	1.000000		-1.000000		-1.000000		-1.000000	
	1.000000		-1.000000		-1.000000		-1.000000	
	1.000000		-1.000000		-1.000000		-1.000000	
	1.000000		-1.000000		-1.000000		-1.000000	
	1.000000		-1.000000		-1.000000		-1.000000	
	1.000000		-1.000000		-1.000000		-1.000000	
	1.000000		-1.000000		-1.000000		-1.000000	
	1.000000		-1.000000		-1.000000		-1.000000	
	1.000000		-1.000000		-1.000000		-1.000000	
	1.000000		-1.000000		-1.000000		-1.000000	
	1.000000		-1.000000		-1.000000		-1.000000	
	1.000000		-1.000000		-1.000000		-1.000000	
	1.000000		-1.000000		-1.000000		-1.000000	
	1.000000		-1.000000		-1.000000		-1.000000	
	1.000000		-1.000000		-1.000000		-1.000000	
	1.000000		-1.000000		-1.000000		-1.000000	
	1.000000		-1.000000		-1.000000		-1.000000	
	1.000000		-1.000000		-1.000000		-1.000000	
	1.000000		-1.000000		-1.000000		-1.000000	
	1.000000		-1.000000		-1.000000		-1.000000	
	1.000000		-1.000000		-1.000000		-1.000000	
	1.000000		-1.000000		-1.000000		-1.000000	
	1.000000		-1.000000		-1.000000		-1.000000	
	1.000000		-1.000000		-1.000000		-1.000000	
	1.000000		-1.000000		-1.000000		-1.000000	
	1.000000		-1.000000		-1.000000		-1.000000	
	1.000000		-1.000000		-1.000000		-1.000000	
	1.000000		-1.000000		-1.000000		-1.000000	
	1.000000		-1.000000		-1.000000		-1.000000	
	0.073345		-0.265684		0.464121		0.393677	
	-0.308411		-0.019082		0.047405		0.315682	
	0.680872		-0.708096		0.150393		0.274543	
	-0.475242		0.289957		-0.071110		0.010804	
	-0.100314		0.533479		0.293133		0.460841	
	0.105303		0.324190		-0.083057		-0.210952	
	0.464923		-0.010506		0.159031		-0.414686	
	0.217021		0.542943		0.383799		-0.382315	
	-0.601654		0.374620		-0.357674		-0.162122	
	0.145304		0.138837		-0.287922		-0.157617	
	0.062120		0.410980		-0.540304		-0.065639	
	0.151404		-0.097003		-0.590325		-0.054416	
	0.727990		0.516011		-0.615237		-0.536588	
	0.214171		-0.155309		0.315530		0.082263	
	-0.486541		0.079720		0.222067		-0.512390	
	0.457680		0.360760		-0.010176		-0.520340	
	-0.191455		0.319531		0.228306		-0.207324	
	-0.218625		0.502491		-0.107050		-0.377363	
	0.194828		-0.688335		0.400265		-0.102251	
	0.124954		0.374479		-0.424095		0.252739	
	0.265242		-0.026592		0.169230		0.031704	
	0.331109		-0.376153		-0.182379		-0.168079	
	0.160563		0.065055		-0.122639		0.178305	
	-0.453927		-0.606739		-0.430456		-0.560694	
	0.693290		-0.415197		0.090651		0.223060	
	-0.047982		0.723139		0.187150		-0.467726	
	0.440257		0.369288		0.517326		-0.141861	
	0.081456		0.341480		0.643843		0.324136	
	-0.396704		-0.092264		-0.395158		-0.149610	
	-0.150323		0.296971		0.064383		0.144011	
	0.196453		0.560036		0.678788		0.412835	
	0.255983		-0.273230		-0.415734		-0.873719	
	-0.339908		0.332818		0.438753		-0.201841	
	0.453529		0.617547		0.441699		-0.588181	
	-0.484601		0.032211		1.000000		-0.725373	
	-0.233965		-0.581658		0.120969		0.449221	
	0.310890		-0.750090		-0.580841		0.000000	
	0.558967		-0.003815		0.150466		-0.302257	
	0.558390		0.125430		-0.226208		-0.937839	
	-0.543148		0.693923		-0.668768		0.589158	
	0.709494		-0.374782		-0.105614		0.592251	
	0.053988		-0.035646		0.476297		-0.164329	
	0.656572		-0.456012		-0.332860		0.499991	
	-0.246158		0.358861		-0.060260		-0.085584	
	-0.253512		0.062557		-0.340246		-0.201864	
	0.273061		0.360609		0.247059		-0.064836	
	-0.593863		-0.443656		-0.387003		0.680559	
	-0.437472		0.320968		0.520430		-0.186122	
	-0.169581		0.434745		0.266631		0.533160	
	0.279561		-0.445037		0.314153		0.687212	
